user_id,product_id,viewed,clicked,purchased
620,174,1,1,0
383,206,1,0,0
547,456,0,1,0
238,328,0,0,0
527,489,1,0,0
161,67,1,0,0
612,282,1,0,1
935,331,1,1,0
173,225,1,0,1
74,414,1,1,0
576,267,1,0,0
807,113,1,0,0
707,352,1,0,0
675,215,0,0,0
574,500,1,1,0
672,156,1,0,0
215,77,1,0,0
50,477,1,0,1
554,241,1,0,0
599,191,1,1,1
216,389,1,0,0
361,196,1,1,0
315,309,1,0,1
687,359,0,1,0
897,365,1,0,0
654,19,1,0,0
595,29,1,0,0
941,140,1,0,0
477,222,0,1,0
883,337,1,1,0
446,463,1,0,0
506,384,0,0,0
803,494,1,0,1
69,185,0,0,0
695,194,1,0,0
80,428,1,1,1
787,3,1,0,1
86,94,1,0,0
434,408,0,0,1
892,106,0,1,0
589,216,0,1,0
217,266,1,1,0
635,232,1,0,0
650,48,1,1,1
779,492,1,0,0
536,289,0,0,0
448,79,1,1,0
441,304,1,0,0
852,65,1,0,0
127,359,1,0,1
517,404,0,1,0
155,482,0,1,1
672,380,1,0,0
809,494,0,0,0
121,298,1,0,0
768,348,1,1,0
637,45,1,0,1
587,206,1,1,0
618,48,1,1,0
43,8,1,0,1
169,306,0,0,0
205,185,1,0,0
228,439,0,1,0
600,318,0,1,0
940,4,1,0,1
34,143,0,0,0
852,89,1,0,0
727,439,1,0,1
375,148,1,0,0
847,385,1,1,0
703,285,1,0,0
506,353,1,1,0
994,449,0,1,0
511,190,0,1,0
432,322,1,1,0
509,64,1,0,0
380,457,1,1,0
506,157,0,1,0
529,320,1,0,0
633,370,1,1,0
163,102,0,0,0
803,34,0,1,0
91,472,1,1,0
910,307,1,0,0
240,150,1,1,0
632,319,0,0,0
80,335,0,0,1
620,176,0,0,1
701,141,1,0,0
418,388,0,0,0
633,451,1,0,0
246,456,1,0,0
678,34,1,0,0
423,8,1,1,1
470,197,0,1,0
644,228,0,0,0
242,423,1,1,1
899,7,1,1,1
497,127,1,1,0
523,421,1,1,0
430,9,1,1,1
669,110,0,1,1
151,73,1,0,0
910,331,1,1,1
589,341,1,0,0
844,422,1,0,0
91,415,1,1,0
408,209,1,0,1
42,43,1,0,0
543,329,1,1,0
873,484,0,1,1
861,352,0,1,0
715,238,1,0,0
721,487,1,0,1
243,431,1,0,0
59,342,0,0,0
208,326,1,0,0
864,174,1,1,1
504,118,0,0,0
207,465,1,0,1
712,147,1,0,1
37,460,1,1,0
997,33,1,0,0
556,73,1,0,1
28,216,1,1,0
452,192,1,1,0
175,329,1,1,1
613,13,1,1,0
767,74,1,0,0
155,435,1,1,0
266,136,1,1,1
410,491,1,1,0
32,9,1,0,0
753,168,1,1,1
234,392,1,1,0
691,51,1,0,1
298,125,1,1,0
60,281,1,0,1
192,44,1,1,0
578,359,1,0,1
911,93,1,1,0
429,56,0,0,0
886,291,0,1,1
576,75,1,0,0
550,77,1,1,1
304,351,1,0,0
676,347,1,1,0
908,212,0,1,0
247,439,0,0,0
488,248,1,0,1
768,471,0,0,0
102,203,1,0,0
528,310,1,0,0
30,321,1,0,0
759,126,1,0,0
667,458,1,1,0
352,163,1,0,1
183,122,1,1,1
26,217,1,0,1
726,121,1,1,0
808,257,1,1,0
395,383,1,0,1
927,448,1,0,1
868,208,1,1,0
687,485,0,1,0
963,175,1,0,0
671,278,1,1,0
315,133,0,0,0
413,128,1,1,1
607,249,1,1,0
805,148,1,0,1
733,456,1,0,0
98,112,0,1,0
531,358,1,0,0
163,408,1,1,1
930,54,1,1,0
421,214,1,1,0
779,79,1,1,0
905,119,1,1,1
170,68,1,1,0
3,170,1,1,1
741,237,1,0,0
6,83,1,0,0
178,384,1,1,1
613,481,0,1,1
39,349,1,1,1
129,316,1,0,1
874,279,1,1,0
641,118,1,1,0
598,29,1,0,1
292,139,1,0,0
743,284,1,0,0
461,370,1,0,0
973,116,1,0,0
934,151,1,0,0
173,408,1,1,0
907,91,0,0,1
552,344,1,1,0
681,355,1,0,1
584,258,1,1,0
110,381,1,1,1
354,60,0,0,0
830,155,1,0,0
568,177,1,0,0
996,78,0,1,0
406,243,1,1,1
719,357,1,0,1
928,156,1,0,0
386,138,0,1,0
452,56,1,1,0
266,312,1,0,0
849,206,1,0,1
300,165,1,1,0
668,356,1,0,1
130,457,0,0,0
883,149,1,0,1
389,301,1,1,0
903,173,1,0,0
46,111,0,0,1
738,121,0,0,0
107,140,1,0,0
638,234,0,0,0
657,255,1,1,1
149,78,1,0,0
989,220,1,0,0
921,103,1,0,0
775,96,1,1,0
379,7,1,1,0
151,56,0,0,0
146,100,1,0,1
355,42,1,0,0
986,441,1,0,0
469,273,1,0,0
864,251,0,0,1
356,485,1,0,0
925,310,1,0,0
704,259,1,0,0
710,391,1,0,1
951,347,1,0,1
778,22,1,1,0
574,327,1,0,1
186,219,1,1,0
863,15,1,1,0
327,307,1,0,0
263,487,0,1,1
879,168,1,0,1
155,128,1,0,0
772,273,1,1,0
279,496,1,0,0
2,206,1,0,0
244,445,1,0,0
869,5,1,0,0
870,323,1,0,0
271,275,1,0,1
283,196,1,0,0
880,337,1,0,0
203,54,1,0,0
155,84,1,0,0
800,168,1,1,0
51,92,1,0,0
868,92,1,0,0
55,434,0,0,0
431,455,0,0,1
586,291,1,1,0
333,333,0,0,0
771,292,1,1,1
600,235,1,1,1
705,50,1,0,0
912,244,1,1,0
185,293,1,1,0
839,140,1,1,0
403,298,0,1,0
611,466,1,0,0
977,155,0,1,0
970,154,1,0,0
344,350,1,1,0
90,269,1,0,0
820,123,1,0,1
706,159,1,0,0
294,346,1,0,0
420,178,1,1,1
547,63,0,1,0
747,145,0,0,1
700,256,1,0,0
488,399,1,0,1
656,95,1,0,0
541,108,1,1,0
356,497,1,1,0
352,51,0,0,0
120,89,1,1,0
14,370,1,1,0
670,493,1,0,0
932,87,0,1,0
324,380,1,1,0
882,370,1,1,0
675,430,1,0,0
21,428,1,0,0
235,438,1,0,0
146,194,1,1,0
55,303,1,1,1
666,430,1,1,0
392,214,1,1,0
50,380,1,0,0
767,412,1,1,0
852,138,0,0,0
708,45,1,1,0
725,443,1,0,0
874,315,1,1,0
272,24,1,1,0
435,403,0,1,1
384,451,0,0,0
108,356,1,1,0
922,44,0,1,0
167,475,1,1,0
9,215,1,1,0
887,56,0,1,0
991,385,1,1,0
492,272,1,1,0
485,114,0,1,0
482,422,1,0,1
206,23,1,0,0
760,434,0,1,0
626,368,1,1,0
496,264,1,0,0
968,469,1,0,0
1,31,1,0,0
335,441,1,0,0
196,359,1,1,0
210,24,0,0,0
56,264,0,1,0
726,467,1,1,0
175,78,1,0,0
725,245,1,1,0
772,366,0,0,0
432,162,1,0,0
567,446,0,0,0
790,220,0,1,1
583,239,1,0,0
730,58,1,0,0
675,288,1,0,0
636,452,1,0,0
105,113,1,1,0
350,364,0,0,0
297,267,1,0,0
844,388,0,0,0
360,210,1,0,0
747,199,1,0,1
95,31,1,1,0
149,371,1,1,0
31,356,1,1,0
103,302,1,0,0
902,426,1,0,0
116,25,1,0,0
331,136,0,0,0
829,222,1,1,1
220,76,1,1,1
87,69,0,0,0
137,369,1,0,1
871,165,1,1,1
291,103,1,0,0
321,453,1,0,0
670,148,1,1,1
648,466,1,1,0
163,92,0,0,1
623,433,1,0,0
842,461,0,0,0
672,479,0,0,1
820,422,1,0,0
648,315,1,0,0
507,368,0,0,1
603,485,1,0,0
62,125,1,1,0
818,280,1,1,0
973,226,1,1,1
858,136,1,0,0
713,81,0,1,0
814,227,1,0,0
106,183,1,0,1
991,280,1,1,0
26,487,0,1,0
808,397,1,1,0
656,405,0,1,0
633,105,1,0,0
623,379,1,1,0
479,152,1,1,0
843,96,0,0,1
345,457,1,1,1
112,209,1,0,0
626,457,1,0,0
505,7,0,0,0
431,132,1,0,0
136,19,0,0,0
323,146,0,1,0
966,179,1,0,0
603,244,1,0,1
697,267,1,1,0
467,493,1,1,0
531,102,1,1,0
441,250,1,0,1
92,40,1,1,0
326,269,0,0,0
529,84,1,1,1
127,496,1,1,0
292,262,1,1,1
752,470,1,0,1
635,293,1,0,0
657,273,1,0,0
926,38,0,1,0
613,329,1,1,0
8,438,0,1,0
821,97,1,0,0
547,343,1,1,1
312,53,1,1,0
58,325,1,1,0
846,63,1,0,1
422,208,1,0,0
950,399,1,1,0
884,289,1,1,0
497,386,1,1,0
575,395,1,0,0
312,270,1,0,0
285,425,1,0,1
501,315,1,0,0
316,27,1,0,0
727,462,1,1,0
759,435,1,0,1
235,27,1,0,0
698,70,0,1,0
679,294,1,0,0
674,333,0,0,0
242,151,1,0,0
70,77,1,0,0
186,205,1,0,1
212,41,1,0,1
792,5,1,1,1
194,71,0,0,0
491,431,0,0,0
993,351,1,0,0
49,441,1,1,0
621,314,1,0,0
763,30,1,0,0
322,183,0,1,0
392,50,1,0,1
744,231,1,1,0
696,422,1,0,0
878,455,1,0,0
425,259,1,0,1
652,254,1,0,0
929,54,1,0,1
446,423,1,0,0
862,150,1,0,0
119,57,1,0,0
753,283,1,0,0
858,344,1,0,0
806,121,0,0,0
512,336,0,1,0
276,225,1,0,0
179,166,1,0,0
379,92,1,0,1
419,278,1,1,0
957,20,1,0,0
542,5,1,0,0
961,172,0,1,0
188,442,0,0,0
943,312,0,1,0
853,104,1,1,0
280,39,1,1,1
672,499,1,0,0
233,245,1,0,1
344,1,1,1,1
875,122,0,1,0
238,490,1,1,0
680,60,0,0,1
934,465,1,1,0
591,328,1,0,0
929,415,1,0,0
42,314,0,1,0
978,490,1,0,1
969,428,1,1,0
386,72,1,0,0
788,448,1,0,0
379,178,0,1,0
851,423,1,0,1
777,429,1,0,1
273,142,0,1,1
143,202,1,1,0
235,188,1,1,0
833,18,0,1,0
961,422,0,1,1
917,226,1,0,1
604,188,1,1,0
978,486,1,1,1
539,316,1,0,0
310,282,1,0,0
120,417,1,0,0
145,225,1,1,0
79,500,1,1,0
891,54,1,0,0
894,149,1,1,0
186,459,1,0,0
238,343,1,0,0
24,4,1,1,0
567,193,1,1,0
225,46,1,1,0
847,361,1,0,0
372,410,0,0,1
780,360,0,0,0
709,256,1,0,1
239,222,0,1,1
385,131,1,0,0
481,34,0,0,0
384,280,0,1,0
685,321,0,0,0
215,67,0,0,0
551,372,1,0,0
76,320,1,0,0
543,497,1,1,0
373,83,1,0,1
369,441,1,1,0
882,470,0,0,1
881,41,0,0,0
848,262,1,0,0
669,66,1,0,0
473,185,0,1,0
211,250,0,0,0
500,151,1,1,0
170,67,1,1,0
242,149,1,0,0
324,401,1,0,0
41,39,1,0,0
551,54,1,0,0
16,11,1,0,1
744,375,1,0,0
374,341,1,1,0
990,139,1,1,1
166,186,0,0,1
642,366,0,1,0
658,302,1,1,0
895,89,1,1,0
814,415,1,1,0
661,1,0,0,0
245,272,1,0,0
890,340,1,1,1
968,487,0,0,0
978,122,1,1,0
750,121,0,0,0
777,49,1,0,0
313,282,1,1,1
822,461,1,1,0
304,136,1,1,0
620,265,0,0,0
770,317,1,0,0
852,366,1,0,0
548,331,1,1,0
956,390,1,1,0
962,77,1,0,0
655,330,1,1,0
74,321,1,0,0
625,399,1,1,0
312,432,1,0,0
700,227,1,1,0
639,281,1,1,0
777,73,1,0,0
329,196,1,1,0
600,351,0,0,0
22,288,1,1,1
378,252,1,1,1
856,169,0,0,1
439,93,1,0,1
487,387,0,0,0
383,116,1,0,1
246,277,0,0,0
30,71,1,0,0
663,117,0,1,1
16,274,0,1,0
833,182,1,1,0
369,73,1,1,0
186,178,0,0,0
7,323,1,1,0
537,251,1,1,1
642,176,1,0,0
422,293,1,0,0
989,402,1,1,0
988,394,0,0,0
819,270,1,0,0
53,400,1,0,0
621,21,1,1,1
527,358,1,0,0
811,47,1,0,0
897,259,0,0,0
723,201,1,0,1
582,126,1,1,0
990,192,1,1,1
156,119,1,0,0
68,432,1,0,1
291,157,1,0,0
186,138,1,0,0
439,303,1,0,0
724,149,1,0,0
487,196,1,1,0
217,404,1,0,0
97,483,1,0,0
779,140,1,1,0
26,444,1,0,0
185,425,0,0,0
14,288,1,0,0
388,460,1,1,1
142,311,1,0,0
158,21,0,0,0
712,33,1,0,1
348,163,1,0,0
872,490,1,0,0
605,263,1,0,0
193,89,1,0,0
982,380,1,1,0
810,315,1,1,1
559,175,1,1,0
374,297,1,1,1
770,478,1,1,1
950,102,1,1,1
515,38,1,0,1
140,69,1,1,1
571,277,1,1,0
845,54,1,1,0
472,493,0,1,0
120,446,1,1,0
852,314,1,1,1
445,5,1,1,1
163,412,1,1,0
931,164,1,0,0
429,392,0,0,0
99,42,1,0,1
167,11,1,1,1
529,353,0,1,0
816,371,0,1,0
727,14,0,0,0
142,312,1,1,0
767,381,1,0,1
685,298,0,0,0
912,456,1,1,0
459,411,0,1,0
596,372,1,1,1
698,192,1,0,1
151,285,1,1,0
691,166,0,0,1
44,431,0,0,0
194,292,1,1,0
409,65,0,0,1
13,249,1,0,0
935,273,1,1,0
918,135,1,1,1
199,20,1,0,1
477,207,0,1,0
98,168,1,1,0
928,490,0,0,0
320,51,1,0,0
207,219,1,0,0
484,331,1,0,1
638,496,1,0,0
418,175,1,0,1
428,372,1,1,0
572,410,1,0,0
333,331,1,0,0
240,456,1,1,0
688,414,0,0,0
522,347,1,0,0
604,469,1,1,0
62,32,0,0,1
99,141,1,0,0
483,8,0,0,1
856,181,1,0,0
186,2,1,1,0
841,156,1,0,0
830,225,1,0,0
155,19,1,1,1
896,330,1,0,1
93,354,1,0,1
606,399,1,0,0
870,94,1,1,1
431,170,1,0,0
739,282,0,1,0
619,298,1,1,0
567,320,0,1,0
382,160,0,1,0
184,300,1,0,0
363,158,1,0,0
166,79,0,1,0
754,147,1,0,0
78,457,1,0,0
194,93,1,0,0
876,499,1,0,0
447,29,1,1,1
330,189,1,0,0
858,349,0,0,0
408,443,1,0,0
213,270,1,1,0
810,80,0,0,0
403,276,1,1,0
249,497,1,0,1
580,406,1,0,0
276,314,0,1,0
156,484,1,1,0
960,390,1,1,1
181,470,0,0,1
850,19,1,0,0
962,203,0,1,0
304,433,0,0,0
435,305,1,0,0
99,317,1,0,1
49,151,1,1,0
176,313,1,0,0
766,483,1,0,1
254,493,0,0,0
941,494,1,0,0
412,459,1,1,0
585,89,0,0,0
414,88,1,1,0
979,370,1,0,1
845,19,1,1,0
867,409,1,0,0
372,27,1,1,0
117,30,1,0,1
694,378,1,0,0
446,366,1,1,0
882,166,0,0,0
458,171,1,0,0
112,94,0,1,0
739,194,1,1,0
294,366,1,0,0
750,392,1,1,0
916,252,1,0,0
372,356,1,0,0
928,160,1,0,0
894,274,1,1,0
653,231,0,1,1
177,280,1,1,1
140,223,0,0,0
45,325,1,1,0
255,145,0,1,0
890,100,1,0,0
820,111,1,0,0
943,328,1,0,0
870,29,0,0,0
894,369,1,0,0
265,17,1,1,1
602,303,0,0,1
610,24,1,0,1
159,312,1,1,1
126,374,0,0,0
378,351,1,1,0
406,158,0,0,0
527,203,1,1,0
633,270,1,0,0
40,91,1,0,1
117,245,0,0,0
638,198,1,1,0
647,147,0,1,0
343,112,1,0,0
310,407,1,1,1
242,159,1,0,0
906,390,1,0,0
190,136,1,1,0
370,54,1,0,0
573,127,1,1,1
223,468,0,0,0
388,361,1,0,0
459,86,1,0,0
839,289,1,1,0
215,452,1,0,0
68,337,1,1,0
580,211,0,1,0
544,406,0,0,0
259,293,1,1,0
464,14,0,1,0
458,239,1,0,0
773,468,1,0,0
577,413,1,0,1
475,72,0,0,0
405,368,1,1,0
243,297,1,0,0
241,488,1,0,0
969,55,1,1,1
302,351,1,1,0
752,52,1,1,0
672,50,1,0,0
895,456,1,1,0
52,135,1,1,0
693,379,1,0,1
97,321,1,0,0
568,359,1,0,0
378,395,0,0,0
389,37,0,0,0
783,320,1,0,0
230,414,0,0,0
547,55,1,0,1
664,238,1,0,0
641,488,1,0,0
709,166,0,0,0
652,316,1,0,0
695,116,1,1,1
260,487,1,0,1
70,392,1,0,0
244,398,1,0,1
355,177,1,0,0
778,321,1,1,0
69,32,1,1,1
735,57,1,1,0
842,201,0,1,0
339,451,1,0,1
142,406,1,1,1
534,377,1,1,0
122,309,1,0,0
584,453,1,1,0
316,465,1,1,1
752,307,0,0,0
479,396,1,1,1
691,310,0,0,0
782,453,1,1,0
119,153,1,1,0
561,89,1,0,1
99,345,0,0,1
758,239,1,0,0
241,357,1,0,0
417,202,0,0,0
191,263,1,1,0
52,102,1,1,1
810,372,1,1,0
906,265,1,0,0
499,153,1,1,1
733,104,1,1,0
547,95,0,0,0
16,424,1,0,1
40,469,1,1,1
40,484,0,0,0
995,244,1,0,0
534,91,1,0,1
976,58,1,0,1
441,71,0,0,0
576,263,1,1,0
988,311,1,1,0
296,255,1,1,0
799,495,0,0,0
63,166,1,0,0
598,309,1,0,0
146,428,1,1,0
85,313,1,0,1
935,392,1,0,0
556,41,1,0,0
84,319,1,0,0
847,61,1,1,1
32,291,1,0,0
508,422,1,0,0
157,388,1,0,1
187,412,1,0,0
584,153,1,0,0
125,179,1,0,0
357,226,0,1,0
264,256,1,0,0
470,377,1,1,0
210,386,1,1,0
706,133,1,1,0
447,186,0,0,0
70,253,0,1,0
848,68,1,0,0
525,94,1,0,0
91,327,1,0,1
399,393,1,0,0
982,95,1,0,1
75,432,1,1,0
859,14,1,0,0
817,294,0,0,1
346,89,1,0,0
830,411,1,0,1
777,107,1,1,0
942,171,0,0,0
500,455,0,0,1
384,244,1,0,1
902,29,0,0,0
462,160,1,0,0
295,137,1,1,1
736,460,0,0,1
215,93,0,0,0
148,160,1,0,0
191,492,1,0,0
891,282,1,0,0
700,378,0,0,0
166,424,1,0,0
663,28,1,0,0
819,436,1,1,0
413,427,1,0,1
581,197,1,0,0
85,100,1,0,1
624,297,1,0,0
911,295,0,0,0
692,11,1,1,0
571,25,1,0,1
30,280,0,1,1
653,15,0,1,0
597,449,1,1,1
948,412,1,0,0
922,251,0,1,0
204,480,1,0,1
699,252,1,1,1
45,279,1,1,0
139,81,1,1,1
82,397,1,1,0
700,445,1,0,1
913,221,0,0,1
833,322,1,0,0
803,141,1,1,0
952,7,0,1,1
921,163,1,0,1
518,183,1,1,0
159,194,1,0,0
431,293,0,1,0
207,417,1,1,0
866,363,0,1,1
26,173,1,1,0
918,468,0,0,0
16,417,1,1,0
583,383,1,1,0
574,387,1,1,0
828,491,1,1,0
82,499,1,1,0
632,354,1,1,0
567,361,0,1,0
996,213,1,0,0
656,314,1,0,0
545,264,1,0,0
439,424,1,0,0
592,494,1,1,0
866,154,1,0,0
184,157,1,0,0
576,362,1,1,1
434,161,1,0,0
267,127,1,0,0
528,77,0,1,0
689,187,1,0,0
665,201,1,0,0
992,209,0,1,0
336,275,1,0,1
788,374,1,1,0
996,213,1,0,0
858,74,1,1,1
373,76,1,1,0
842,396,1,1,0
982,185,1,0,0
449,210,1,1,0
862,86,0,1,0
309,394,1,1,0
298,160,1,1,0
819,267,1,0,0
564,193,1,1,1
567,392,1,1,0
212,438,1,1,0
880,412,1,1,0
78,43,1,1,0
758,344,0,1,1
429,98,1,1,0
150,424,0,0,0
161,210,1,0,0
367,65,1,0,1
607,310,1,1,0
940,60,1,0,0
614,13,0,1,1
648,267,1,1,0
359,420,0,0,0
506,448,1,1,1
661,230,1,1,0
648,364,1,1,0
375,217,1,0,0
742,279,0,1,1
551,406,1,0,0
62,236,0,0,1
679,312,1,1,0
813,490,0,0,0
866,369,1,0,0
128,233,1,1,0
121,152,0,1,0
306,105,1,0,0
467,450,1,0,1
799,440,1,1,0
326,92,0,1,0
731,411,1,1,0
49,186,1,1,1
624,231,1,1,1
672,27,0,1,0
646,383,0,0,1
887,99,1,0,0
164,251,1,0,1
119,184,1,0,0
561,265,1,0,0
577,451,1,1,0
788,195,0,1,0
308,480,1,0,0
734,492,1,1,0
270,367,0,0,0
829,287,1,1,1
373,423,1,0,0
112,38,1,0,0
10,117,1,0,0
466,267,1,0,0
665,224,1,0,0
913,380,1,1,0
585,56,1,1,0
462,242,1,0,0
52,90,0,1,1
166,477,1,0,1
543,434,1,1,0
352,493,1,0,0
408,379,1,1,0
302,442,1,0,0
931,438,1,1,0
277,83,1,0,0
678,103,1,0,0
309,376,1,0,0
759,329,1,1,1
84,454,0,1,0
954,488,1,0,0
777,427,1,1,1
249,94,1,1,0
986,343,0,0,0
68,401,1,0,0
864,473,0,0,0
483,55,1,1,1
548,256,1,1,1
335,264,1,0,0
567,354,1,0,0
377,367,0,0,0
656,144,1,0,1
577,88,1,1,0
304,133,1,0,1
639,374,1,0,0
241,315,1,1,0
547,74,1,1,1
809,250,1,0,0
746,478,1,0,0
122,446,1,1,0
159,37,1,1,0
292,57,1,0,0
952,258,1,1,1
294,84,1,0,0
880,467,0,0,1
332,22,1,0,0
241,252,1,1,1
343,407,1,1,0
689,328,0,0,1
624,102,1,0,1
713,210,1,0,1
973,44,0,1,0
885,489,0,0,1
827,353,1,1,1
287,460,1,1,0
709,162,0,0,0
629,4,1,0,0
464,348,0,0,0
88,268,0,0,0
508,142,1,0,0
902,362,1,1,1
791,371,0,1,0
444,377,0,0,0
900,425,1,1,0
775,223,1,0,0
662,309,1,1,1
233,261,1,1,0
538,69,0,1,0
947,355,1,1,0
992,336,1,1,1
577,70,1,1,0
899,125,1,0,1
419,249,1,0,1
270,343,1,1,1
54,440,1,1,0
525,260,0,0,0
386,468,0,0,1
969,15,0,1,0
729,415,1,0,0
232,98,1,0,0
290,455,1,0,0
792,70,1,0,1
160,413,1,0,0
683,185,1,0,0
193,292,1,1,1
695,19,1,0,0
627,464,1,1,0
827,440,0,1,0
591,401,0,1,0
573,389,1,1,0
692,445,1,1,0
318,139,1,1,1
715,340,1,1,0
300,176,0,1,0
667,83,1,0,0
815,356,0,1,0
621,265,1,1,0
431,399,1,1,0
342,462,0,1,0
343,255,0,0,0
599,108,1,0,0
287,219,1,1,1
754,325,1,0,0
727,84,0,0,1
73,499,1,1,0
267,222,1,1,1
823,389,1,1,0
223,363,1,1,0
357,242,1,0,1
928,281,1,0,1
52,299,1,0,0
270,429,1,1,0
849,91,1,1,0
821,303,1,1,1
968,411,1,1,0
847,100,1,0,1
926,427,1,1,1
63,52,0,0,0
159,233,0,1,0
758,205,0,1,0
955,125,1,0,0
172,459,1,1,0
297,211,1,1,0
679,42,1,0,0
843,498,1,0,0
327,44,1,1,0
855,417,1,0,0
404,243,1,1,0
490,405,1,1,0
734,437,1,0,0
7,52,1,1,1
940,490,0,0,0
697,347,0,1,0
587,250,1,0,1
934,221,1,1,0
343,10,1,1,0
164,299,0,1,1
463,420,0,1,0
149,33,0,0,0
423,366,1,1,0
653,448,1,1,1
564,464,1,1,0
214,58,1,0,0
153,136,1,0,0
729,17,1,0,0
498,95,1,0,0
66,40,1,0,1
362,190,1,0,0
455,209,1,1,1
775,1,1,1,0
208,130,1,1,0
987,359,1,1,0
943,81,1,1,0
477,247,1,1,0
758,331,1,1,0
964,202,1,1,0
552,446,1,0,0
429,317,1,1,0
561,298,1,1,1
312,153,1,1,0
523,202,1,0,0
964,424,1,0,0
778,142,1,0,0
667,128,1,0,0
985,384,1,1,0
626,450,0,1,0
53,216,1,0,0
704,390,1,1,1
926,235,0,0,0
697,89,0,1,0
116,364,1,0,0
791,224,1,0,0
498,490,1,0,0
195,405,1,1,0
855,107,1,0,0
834,395,1,1,1
906,353,1,0,0
871,76,1,1,0
976,286,1,0,0
308,122,1,0,0
655,66,1,0,0
219,265,0,1,0
813,487,0,0,0
499,349,1,1,0
920,294,1,1,1
532,44,1,1,0
947,26,1,1,0
910,100,1,1,1
634,368,1,1,0
892,382,1,0,0
118,218,1,0,1
646,30,1,0,0
369,192,1,1,0
870,388,1,0,0
866,358,1,1,1
980,441,0,1,1
134,198,0,0,0
916,34,1,1,1
257,186,1,1,0
247,430,1,1,1
652,102,1,0,0
69,266,1,0,0
401,98,0,0,0
255,109,1,1,0
658,457,1,0,0
445,64,1,0,0
721,240,0,1,0
153,261,1,0,0
606,492,1,0,0
238,329,0,1,0
890,173,1,0,0
376,102,1,0,0
412,116,1,1,0
843,266,1,1,0
835,427,1,0,1
163,254,1,1,1
109,338,1,1,0
792,68,1,0,0
150,286,1,1,0
202,43,1,0,0
195,408,1,1,0
742,52,1,0,0
493,296,0,1,1
318,407,1,1,1
512,197,1,1,0
70,25,1,1,0
853,325,1,0,0
582,295,1,1,0
533,256,1,1,0
933,166,1,1,0
195,292,1,1,1
671,23,0,0,1
469,437,1,1,0
868,212,1,0,0
679,334,1,1,1
981,486,1,0,0
980,174,1,0,0
649,213,1,0,0
86,72,1,1,0
321,109,1,0,1
265,291,0,0,1
780,194,1,0,0
517,437,1,1,0
596,387,1,0,0
746,491,1,0,1
667,303,1,1,0
814,92,1,1,0
775,414,1,0,0
379,303,1,1,1
644,256,1,0,0
409,241,1,0,1
173,421,0,0,0
557,181,1,1,0
670,395,1,0,0
813,106,1,0,0
38,202,1,1,1
607,462,1,1,0
551,399,1,0,0
153,41,1,1,0
868,8,1,1,0
416,134,1,1,0
815,436,1,0,0
175,12,1,1,0
902,51,1,0,0
128,287,0,1,0
630,388,1,0,0
150,480,1,1,0
168,406,1,1,1
396,28,1,0,0
242,167,1,0,0
271,379,0,1,0
395,164,1,0,0
228,124,1,1,1
408,312,0,1,0
933,199,0,0,1
324,293,1,0,0
19,432,1,1,0
852,369,0,0,1
788,112,1,1,0
515,30,1,0,0
776,269,0,0,0
626,81,1,1,0
307,2,1,1,0
336,331,1,0,1
763,406,1,0,0
320,230,1,0,0
635,387,0,0,0
82,186,1,1,0
392,341,1,1,1
206,145,0,0,0
775,432,1,1,0
400,297,1,1,0
946,367,1,0,0
676,488,1,1,1
394,161,1,1,0
660,234,0,1,1
936,394,1,1,0
494,293,1,0,0
116,295,1,1,0
715,54,0,1,0
168,212,1,1,1
102,397,1,0,0
679,9,1,1,0
11,19,1,0,1
619,323,1,0,0
313,73,0,0,1
504,327,1,1,0
258,410,1,0,0
370,341,0,0,0
607,493,1,0,0
840,289,1,0,0
454,416,1,0,0
607,29,0,0,0
274,45,1,0,0
841,392,1,1,1
172,50,1,0,0
902,171,1,1,0
332,15,1,1,0
747,349,1,1,0
112,32,0,1,0
929,495,0,0,0
569,232,1,1,0
940,111,1,0,1
750,231,0,1,0
285,178,1,1,1
807,419,0,0,0
654,485,1,1,0
984,381,1,0,0
476,132,1,1,1
174,106,1,1,0
353,20,1,1,0
644,466,1,0,1
920,48,1,0,0
368,173,0,0,0
529,188,1,0,1
686,105,1,1,1
545,419,1,0,0
135,175,1,1,0
624,44,1,0,0
980,273,1,0,0
202,197,1,1,0
964,190,1,0,0
820,381,1,0,0
880,476,0,0,0
365,208,1,0,0
400,464,0,0,1
67,401,1,1,1
833,114,0,0,0
910,1,0,0,0
420,337,0,1,0
788,449,0,1,0
218,22,0,0,0
821,378,1,0,0
17,97,1,1,0
882,170,0,0,1
972,296,0,1,0
156,129,1,0,1
840,104,1,0,1
561,430,1,1,1
608,335,1,1,0
846,371,0,1,0
700,239,1,0,0
174,165,1,0,0
35,54,0,0,0
241,98,1,1,0
295,251,1,0,0
753,215,1,0,0
391,462,1,0,0
404,375,0,1,1
656,83,1,0,0
669,343,0,0,0
634,111,1,1,0
454,221,1,0,0
121,218,1,0,0
739,329,0,0,1
554,99,1,1,0
851,415,1,0,1
642,280,1,0,1
395,395,1,1,0
712,323,1,1,0
112,1,1,1,0
266,287,1,0,0
687,245,1,1,1
870,110,1,1,0
535,329,1,1,0
28,28,1,1,0
839,281,0,1,0
367,193,1,0,0
46,81,1,1,0
766,145,0,0,0
500,250,1,0,0
527,225,1,0,0
897,259,1,0,1
925,120,1,1,0
943,375,0,1,0
124,473,1,0,0
641,169,1,0,0
954,104,0,0,0
229,54,1,0,0
976,171,1,0,0
